Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
gene_30	synonymous	0.05	0.168990780241111	0.378262027379667	0.135050301480764	-0.00195882239103563	0.00222314780560928	2350.947271	10	8
gene_31	synonymous	0.05	0.656444430602318	0.46769416788743	0.772083041489539	0.00123304420315575	0.001697856308753	1601.956936	8	8
gene_32	synonymous	0.05	0.426975801138206	0.266565184313598	0.652559314298601	-0.00220011004492378	0.00198028396393528	1115.122107	11	8
gene_33	synonymous	0.05	0.548904199190156	0.412886312119831	0.858778470517455	0.00135131490141403	0.00165030994039998	1203.332153	7	6
gene_34	synonymous	0.05	0.699286685767765	0.505401220429087	0.485423413735566	0.00130723522634252	0.00196277010079564	1366.304773	12	4
gene_35	synonymous	0.05	0.33997649655513	0.356791577438148	0.207868377051715	0.00132888002752889	0.00144208999536904	1815.52061	14	5
gene_36	synonymous	0.05	0.0648480531966298	0.73983861447197	0.0387890746580444	0.00190943127946854	0.00575013739246419	492.879224	4	7
gene_37	synonymous	0.05	0.64288535202008	0.509498718316481	0.47129843002536	-0.00124060529163035	0.00188079231573832	1704.130394	8	10
gene_38	synonymous	0.05	0.0480211536989646	0.108713481428593	0.0317533620531344	0.00328302172186376	0.00204676834051315	2134.569614	13	8
gene_39	synonymous	0.05	0.406253595409545	0.262928605585061	0.570032250312985	0.00287153218673537	0.00256502233322704	1309.523205	5	11
gene_4	pLoF	0.05	0.0736719068065642	0.110226568839653	0.067242963253952	0.0135854076614487	0.0085058947901724	111.583852	2	1
gene_4	synonymous	0.05	0.020465418236319	0.0114610401303448	0.0937535252767525	-0.00474194274575967	0.00187553236154449	1591.484058	10	12
gene_4	Cauchy	NA	0.0320835368616921	0.0208207322998037	0.0783598482864803	NA	NA	NA	NA	NA
gene_40	synonymous	0.05	0.0929571176095264	0.0793913952350851	0.0674424843685071	-0.00233115180337241	0.00132887594989605	4300.862459	26	7
gene_41	synonymous	0.05	0.0182290225707301	0.0100235753433577	0.0820314412852506	-0.00416361270121325	0.00161692758249368	2198.655476	10	14
gene_42	synonymous	0.05	0.567831768214707	0.980597066150926	0.376077109094045	-4.63647013138979e-05	0.00190641441737219	1229.298966	8	10
gene_43	synonymous	0.05	0.696208455705511	0.485779872395721	0.706741140192177	0.00138644457063914	0.00198905554935725	2023.44931	11	8
gene_44	synonymous	0.05	0.0592343374438175	0.0330419685177954	0.26720434942634	-0.0049489853696881	0.00232175274297188	1189.751892	13	9
gene_45	synonymous	0.05	0.0684163306726601	0.454183986463342	0.0410896955194131	-0.00106946762593799	0.00142889475913195	1814.574075	9	9
gene_46	synonymous	0.05	0.386481523962257	0.568218867224858	0.243054890708106	-0.000908467544692319	0.00159191301391275	2207.96507	16	11
gene_47	synonymous	0.05	0.857222609230645	0.677098012866716	0.84406929039149	-0.000625338921639382	0.00150167933653474	2373.373039	12	9
gene_48	synonymous	0.05	0.252749986250888	0.240367057792318	0.197277105271184	0.00258437866484048	0.00220121376488406	1755.804552	13	6
gene_49	pLoF	0.05	4.22515065696683e-05	3.70024748275188e-05	0.0007851798206997	-0.0335372940416176	0.0081293836434179	203.44202	2	2
gene_49	synonymous	0.05	0.405307687012429	0.255519039715409	0.495649081831249	0.00180984895378022	0.00159171123305602	2079.128822	9	9
gene_49	Cauchy	NA	8.44995729547549e-05	7.39966400231662e-05	0.00157029713801404	NA	NA	NA	NA	NA
gene_5	synonymous	0.05	0.372936143170723	0.7255774623733	0.261339375915075	-0.000692273330928762	0.00197220716001708	1911.094678	9	7
gene_50	synonymous	0.05	0.694981770709215	0.494889131842151	0.662898617319388	-0.000970030028775421	0.0014211783657434	1632.598281	14	10
gene_51	synonymous	0.05	0.37747556393635	0.27770813623434	0.416268406994962	0.00271371342275869	0.00250000726274971	1022.424893	7	4
gene_52	synonymous	0.05	0.017825415772515	0.161465768051967	0.00967478845159497	0.00276297702826078	0.00197333117741759	1644.282954	12	4
gene_53	synonymous	0.05	0.449871914933436	0.390538748472322	0.299369845728079	-0.00110203954097591	0.00128346988042271	2647.534278	7	10
gene_54	pLoF	0.05	0.0405522637222651	0.0405522637222651	0.0405522637222651	-0.0289329184426426	0.0141268569673228	31	1	0
gene_54	synonymous	0.05	0.371424378108566	0.244128755709388	0.854460330528537	-0.00211961552807853	0.00181983598740795	1152.628904	9	4
gene_54	Cauchy	NA	0.0758444935924045	0.0707890091514932	0.106133575898699	NA	NA	NA	NA	NA
gene_55	synonymous	0.05	0.612410181793929	0.950414326823291	0.458493108074276	-0.000114436530123327	0.00184021550957532	2142.191397	9	10
gene_56	synonymous	0.05	1	0.826323614159275	0.773333257340321	-0.000253516403244897	0.00115539820743636	2052.813115	11	11
gene_57	synonymous	0.05	0.815864302358746	0.78754344681222	0.619058183582283	0.000411310193507754	0.00152618637227901	1802.396481	15	3
gene_58	synonymous	0.05	0.745351857372925	0.542850375741785	0.897915365311759	0.00101628677795756	0.00167012793388454	1922.606511	13	11
gene_59	synonymous	0.05	0.851979024605761	0.744690157584266	0.698665954765712	-0.000620092602920985	0.00190417647251351	1935.54572	9	12
gene_6	synonymous	0.05	0.544491720210725	0.437485358840622	0.363799686581001	0.00104090992322375	0.00134060728496508	2269.281319	9	9
gene_60	synonymous	0.05	1	0.816655898433379	0.933225587773326	0.000750643915856524	0.00323765218575451	1100.963099	9	6
gene_61	synonymous	0.05	0.883366523555877	0.717375877147886	0.849576222834325	-0.000894353926213157	0.00247080876359718	1112.109765	6	7
gene_62	synonymous	0.05	0.86065322148635	0.7157278802411	0.784378249736676	-0.000624644782456726	0.00171523590799141	1645.107378	13	9
gene_63	synonymous	0.05	0.7416414283675	0.558233735187949	0.892073515962928	0.00100018670804179	0.0017083570409745	2665.413348	12	13
gene_64	synonymous	0.05	0.449038514336947	0.517276982351845	0.322829384596309	0.0011023146948057	0.00170228887366527	1552.289831	8	2
gene_65	synonymous	0.05	0.0295200346492335	0.0899189159230498	0.0218528751364518	0.00423411838722319	0.00249678883723455	813.402435	5	7
gene_66	synonymous	0.05	0.862063358113227	0.826830331767038	0.670743315394276	0.000343121976084431	0.00156842446323938	2670.751302	16	10
gene_67	synonymous	0.05	0.215941606453815	0.941488222611573	0.123649110127885	0.000101047774960612	0.0013766822297541	2401	11	0
gene_68	synonymous	0.05	1	0.97344973307056	0.890170020924814	-5.56697870314166e-05	0.00167267111925705	1480.575374	6	9
gene_69	synonymous	0.05	0.0720242856240133	0.0596777423887515	0.0577701243208188	0.00321844411083269	0.00170905933731289	2773.390978	9	3
gene_7	synonymous	0.05	0.245795508613336	0.974090301898886	0.141832121949882	3.49269222861795e-05	0.00107537931454506	2849.14544	14	9
gene_8	synonymous	0.05	0.325071187544974	0.491524979363507	0.199553639245954	0.00096254152122149	0.00139927607638607	2391.559286	15	13
gene_9	synonymous	0.05	0.396987939194873	0.320842543578414	0.289876642340863	-0.00235193230844492	0.00236916093286705	1415.10847	5	14
